Week,Business,Message,Email_Type,Delivered,Opened,Clicked,Unsubscribed
12,Clothing,ACQ_OPN_CLK_15_12_06_385,Trade,482217,207023,70631,42
12,Clothing,AMEAY_TEST_TRIAL_1,Trade,4,4,9,0
12,Homeware,ABASKET_15_12_02_902,Trade,2325,1473,552,11
12,Homeware,ABASKET_15_12_04_902,Trade,892,486,175,24
12,Homeware,ABASKET_15_12_05_902,Trade,711,418,163,13
12,Homeware,BNB_LAP_15_12_1_379,Trade,624,316,109,0
12,Homeware,BNB_LAP_15_12_4_379,Trade,164,70,19,0
12,Homeware,BNB_LAP_15_12_5_379,Trade,209,119,44,0
12,Homeware,BNB_SOFA_15_12_4_394,Trade,129,61,10,7
12,Homeware,BNB_SOFA_15_12_5_394,Trade,111,46,15,0
12,Homeware,BNB_TAB_15_12_1_378,Trade,1502,684,178,0
12,Homeware,BNB_TAB_15_12_4_378,Trade,305,109,37,0
12,Homeware,BNB_TAB_15_12_5_378,Trade,329,178,59,0
12,Homeware,CCBOOST_DA_15_12_1_011,Inform,864369,338462,66364,10
12,Homeware,CCBOOST_inactiv_15_12_1_399,Inform,2073721,642038,86743,10
12,Homeware,GARDEN_15_12_5_019,Trade,106712,35654,8373,58
12,Homeware,GARDEN_R_15_12_6_019,Trade,193043,50569,8673,26
12,Homeware,NWL_DIRACT_15_12_4_011,Inform,723236,167676,22986,63
12,Homeware,NWL_DIRACT_DS_15_12_4_011,Inform,41985,11271,1706,31
12,Homeware,NWL_FOLLOW_UP_15_12_2_146,Inform,189194,116195,21109,65
12,Homeware,NWL_G123_15_12_5_275,Inform,1479421,481302,39830,23
12,Homeware,NWL_G123DSbaner_15_12_5_275,Inform,45413,17117,2780,39
12,Homeware,SAMSUNG_TAB_15_12_4_013,Trade,58596,16236,299,17
12,Homeware,TOYS_15_12_05_016,Trade,18295,6678,1762,63
12,Grocery,12OFF_RNS_15_12_2_603,Trade,169689,46783,2769,47
12,Grocery,12OFF_RNS_15_12_5_603,Trade,476102,126893,5360,64
12,Grocery,AMND_NEXT_D_15_12_04_633,Trade,7787,2982,292,11
12,Grocery,AMND_SAME_D_15_12_04_633,Trade,342,137,7,0
12,Grocery,BABY_15_12_4_672,Trade,3599,885,94,23941
12,Grocery,BS_15_12_01_901,Trade,3943,1313,73,0
12,Grocery,BS_15_12_02_901,Trade,2906,1077,76,0
12,Grocery,CNC_NEWSTOR_15_12_2_610,Inform,2990,822,39,13940
12,Grocery,CNC_NEWSTOR_15_12_2_612,Inform,2541,580,41,518
12,Grocery,DS_DM_FOLLOW_R2_15_12_2_618,Inform,7932,1735,187,10835
12,Grocery,INFQ_500_15_12_3_628,Trade,72426,39631,4292,10709
12,Grocery,INFQ_500_R_15_12_5_628,Trade,1792,274,25,2870
12,Grocery,INFQ_6OFF_15_12_3_628,Trade,394513,175682,21412,24639
12,Grocery,INFQ_6OFF_R_15_12_5_628,Trade,20342,2665,308,173
12,Grocery,SO_15_12_01_WEC_633,Trade,1198,504,35,0
12,Grocery,SO_15_12_02_WEC_633,Trade,3429,1648,218,0
12,Grocery,SO_15_12_04_WEC_633,Trade,2392,900,73,0
12,Grocery,SO_15_12_05_WEC_633,Trade,1222,543,40,0
12,Grocery,C_GRY_CRM_EN2A_15_12_02,Trade,7722,2283,310,5
12,Grocery,C_GRY_CRM_EN2A_15_12_05,Trade,4055,1102,141,18
12,Grocery,C_GRY_CRM_EN2B_15_12_05,Trade,4171,1170,128,5
12,Grocery,C_GRY_CRM_EN3_15_12_02,Trade,5190,1604,192,57
12,Grocery,C_GRY_CRM_EN3_15_12_05,Trade,4667,1320,134,14
12,Grocery,C_GRY_CRM_RNSA_15_12_02,Trade,5419,1289,179,21
12,Grocery,C_GRY_CRM_RNSA_15_12_05,Trade,8349,1679,109,10
12,Grocery,C_GRY_CRM_RNSB_15_12_05,Trade,7307,1487,126,17
12,Grocery,C_GRY_DS_BENEFITS_15_12_5,Inform,862,529,89,0
12,Grocery,MAY_MAG_15_12_01_082,Inform,79832,35818,79253,34
12,Grocery,TRD_NEW_DEALS_15_12_01_083,Trade,223089,75335,20109,18
12,Grocery,WOW_RED_15_12_04_147,Trade,82636,27145,6194,52
12,Grocery,WOW_WHITE_15_12_04_147,Trade,80243,26292,5766,12
12,Clothing,CLO_15_12_07_WKND,Trade,971213,321151,80116,0
12,Clothing,CLO_15_12_05_ABASKET,Trade,2217,1339,373,0
12,Clothing,CLO_15_12_04_TREND_OCCASIONWEAR,Trade,161285,58916,12421,0
12,Clothing,CLO_15_12_04_TREND_POSTCARD,Trade,276538,81332,15437,0
12,Clothing,CLO_15_12_04_WELCOME2,Inform,5953,3697,596,0
12,Clothing,CLO_15_12_02_GENERIC,Trade,155908,65082,11231,0
12,Clothing,CLO_15_12_02_KIDS,Trade,237541,102807,25476,0
12,Clothing,CLO_15_12_02_MEN,Trade,55223,29930,6587,0
12,Clothing,CLO_15_12_02_WOMEN,Trade,272944,147261,42003,0
12,Clothing,CLO_15_12_02_ABASKET,Trade,2608,1739,397,0
12,Clothing,CLO_15_12_01_ABASKET,Trade,2667,1746,419,0
13,Clothing,ACQ_15_13_06_141,Trade,394389,91723,15010,97
13,Clothing,ACQ_INSTORE_S_15_13_06_393,Trade,174379,37576,7268,59
13,Homeware,ABASKET_15_13_02_902,Trade,1225,678,214,2138
13,Homeware,ABASKET_15_13_04_902,Trade,8916,4305,1076,25555
13,Homeware,ABASKET_15_13_05_902,Trade,3624,1826,519,1376
13,Homeware,BNB_LAP_15_13_4_379,Trade,665,298,88,0
13,Homeware,BNB_LAP_15_13_5_379,Trade,245,121,34,0
13,Homeware,BNB_SOFA_15_13_4_394,Trade,379,133,38,0
13,Homeware,BNB_TAB_15_13_4_378,Trade,1585,668,141,2340
13,Homeware,BNB_TAB_15_13_5_378,Trade,774,476,100,0
13,Homeware,CCBOOST_DA_R_15_13_7_011,Inform,41929,10111,1725,8249
13,Homeware,CCBOOST_inactivR_15_13_7_399,Inform,309662,59891,9722,488
13,Homeware,NWL_DIRACT_15_13_4_011,Inform,582886,133870,21990,17
13,Homeware,NWL_DIRACT_TEST_15_13_4_011,Inform,583404,133789,21576,22
13,Homeware,NWL_FLW_UP_TEST_15_13_2_146,Inform,182435,48867,6675,32
13,Homeware,NWL_FOLLOW_UP_15_13_2_146,Inform,148205,96124,7255,18
13,Homeware,NWL_G123_15_13_5_275,Inform,1671569,737869,59808,33
13,Homeware,TOYS_15_13_05_016,Trade,141830,42815,11093,28
13,Grocery,12OFF_LAP_15_13_2_620,Trade,168851,95994,17200,1246
13,Grocery,12OFF_LAP_LL_15_13_1_620,Trade,863713,258249,33101,44
13,Grocery,BS_15_13_05_901,Trade,3245,1264,74,17
13,Grocery,CCB_ST_SPEND_15_13_1_670,Trade,25211,10832,1106,45
13,Grocery,FA_CUP_15_13_4_682,Trade,201217,50954,2380,16
13,Grocery,FA_CUP_DITCOT_15_13_4_682,Trade,479,115,5,0
13,Grocery,INFQ_500_RM_15_13_4_628,Trade,23979,10151,743,45
13,Grocery,INFQ_6OFF_RM_15_13_4_628,Trade,220396,69453,4965,11
13,Grocery,SO_15_13_02_WEC_633,Trade,4491,1740,224,28
13,Grocery,SO_15_13_04_WEC_633,Trade,4647,1923,159,0
13,Grocery,SO_15_13_05_WEC_633,Trade,2826,1260,137,0
13,Grocery,C_GRY_CRM_EN2A_15_13_05,Trade,4789,1347,229,49
13,Grocery,C_GRY_CRM_EN2B_15_13_05,Trade,3642,1109,104,52
13,Grocery,C_GRY_CRM_EN3_15_13_05,Trade,5729,1653,201,56
13,Grocery,C_GRY_CRM_RNSA_15_13_05,Trade,10515,2223,324,121
13,Grocery,C_GRY_CRM_RNSB_15_13_05,Trade,7306,1686,178,80
13,Grocery,C_GRY_DS_ANNIV_15_13_06,Inform,7762,5425,2783,70770
13,Grocery,C_GRY_DS_BENEFITS_15_13_5,Inform,1057,634,115,3688
13,Grocery,TC_GRY_CRM_SLP_WEC_15_13_05,Trade,38970,8318,332,23121
13,Grocery,TC_UNC_GRY_SLP_WEC_15_13_05,Trade,23926,4872,218,527
13,Grocery,TRD_HALF_PRICE_15_13_02_083,Trade,264204,95634,53710,12170
13,Grocery,WOW_RED_15_13_05_147,Trade,97034,34782,8664,21
13,Grocery,WOW_WHITE_15_13_05_147,Trade,93628,34634,8604,9
13,Clothing,CLO_15_13_07_WKND,Trade,647009,96681,16108,0
13,Clothing,CLO_15_13_05_ABASKET,Trade,1605,884,178,0
13,Clothing,CLO_15_13_05_MENSOCCASIONWEAR,Trade,196264,46360,4099,0
13,Clothing,CLO_15_13_04_ABASKET,Trade,1667,1090,221,0
13,Clothing,CLO_15_13_04_TREND,Trade,378436,86485,7047,0
13,Clothing,CLO_15_13_04_WELCOME2,Inform,5839,2598,447,0
13,Clothing,CLO_15_13_03_ABASKET,Trade,2030,1410,344,0
13,Clothing,CLO_15_13_02_ABASKET,Trade,1816,1233,289,0
13,Clothing,CLO_15_13_02_GENERIC,Trade,254311,75116,7164,0
13,Clothing,CLO_15_13_02_KIDS,Trade,238561,66422,7217,0
13,Clothing,CLO_15_13_02_WOMEN,Trade,275053,104758,18573,0
13,Clothing,CLO_15_13_02_MEN,Trade,55430,20919,2634,0
14,Clothing,ACQ_3XOPN_15_14_06_385,Trade,752571,427324,62026,57
14,Homeware,ABASKET_15_14_01_902,Trade,8415,3698,854,96
14,Homeware,ABASKET_15_14_02_902,Trade,5324,2817,781,80
14,Homeware,ABASKET_15_14_05_902,Trade,3224,1503,375,0
14,Homeware,BabyToddler_15_14_5_206,Trade,25935,9806,1666,34766
14,Homeware,BNB_LAP_15_14_1_379,Trade,832,389,109,0
14,Homeware,BNB_LAP_15_14_2_379,Trade,262,129,52,0
14,Homeware,BNB_SOFA_15_14_5_394,Trade,235,116,49,0
14,Homeware,BNB_TAB_15_14_1_378,Trade,1650,734,163,8460
14,Homeware,BNB_TAB_15_14_2_378,Trade,460,210,29,0
14,Homeware,CCBOOST_15_14_6_316,Inform,313739,115974,28795,4584
14,Homeware,HOME_ELEC_15_14_02_013,Trade,47632,17907,3833,14583
14,Homeware,Home_Living_15_14_2_015,Trade,114228,34717,8073,249
14,Homeware,NWL_CLEAR_G1_15_14_1_314,Inform,520848,252576,100671,14
14,Homeware,NWL_DIRACT_15_14_4_011,Inform,0,0,0,0
14,Homeware,NWL_DIRACT_15_14_5_011,Inform,1203737,265063,20573,7
14,Homeware,NWL_DIRACT_DS_15_14_4_011,Inform,0,0,0,0
14,Homeware,NWL_G123_15_14_5_275,Inform,1952966,497042,29645,12
14,Homeware,TOYS_15_14_04_016,Trade,127551,33726,12549,16
14,Grocery,12OFF_RNS_RM_15_14_1_603,Trade,553365,168541,5896,11
14,Grocery,4HR_SLOT_15_14_4_634,Trade,0,0,0,0
14,Grocery,4HR_SLOT_EC_15_14_4_634,Trade,23161,4850,116,180
14,Grocery,4HR_SLOT_NEC_15_14_4_634,Trade,4149,986,52,67
14,Grocery,4HR_SLOT_OLD_15_14_5_634,Trade,550284,119187,4394,20
14,Grocery,AMND_NEXT_D_15_14_05_633,Trade,10118,3983,384,40
14,Grocery,AMND_SAME_D_15_14_05_633,Trade,115,52,2,0
14,Grocery,BABY_15_14_4_672,Trade,3386,1028,155,0
14,Grocery,BS_15_14_01_901,Trade,4518,1360,57,28
14,Grocery,BS_15_14_02_901,Trade,5304,1760,72,0
14,Grocery,BS_15_14_04_901,Trade,3134,1035,58,0
14,Grocery,BS_15_14_05_901,Trade,1264,411,33,18
14,Grocery,CC_DM_15_14_3_603,Trade,34927,9166,320,24
14,Grocery,CCB_ST_SPEND_15_14_1_670,Trade,2891,841,56,12
14,Grocery,CCB_ST_SPEND_15_14_2_670,Trade,328,110,12,37
14,Grocery,GEN_DM_15_14_3_603,Trade,35122,9043,440,38
14,Grocery,JAN_DM_YP_15_14_3_603,Trade,16880,3511,120,189
14,Grocery,JAN_PP_DM_15_14_3_603,Trade,31616,7693,255,108
14,Grocery,MUM_B_DM_15_14_3_603,Trade,12991,2779,213,10
14,Grocery,MUMK_DM_15_14_03_603,Trade,21773,4653,138,60
14,Grocery,PET_EMAIL_15_14_5_680,Trade,29367,9754,1075,9
14,Grocery,SO_15_14_01_WEC_633,Trade,1238,522,42,244
14,Grocery,SO_15_14_02_WEC_633,Trade,5841,2499,229,0
14,Grocery,SO_15_14_04_WEC_633,Trade,4596,1741,134,39
14,Grocery,SO_15_14_05_WEC_633,Trade,3165,1311,108,0
14,Grocery,SUMMER_15_14_4_659,Trade,425779,104662,6459,32301
14,Grocery,WINE_15_14_7_649,Trade,135835,47503,5004,819
14,Grocery,C_GRY_CRM_EN2A_15_14_02,Trade,8286,2308,308,17690
14,Grocery,C_GRY_CRM_EN2A_15_14_05,Trade,4802,1378,205,272
14,Grocery,C_GRY_CRM_EN2B_15_14_05,Trade,4187,1170,119,10062
14,Grocery,C_GRY_CRM_EN3_15_14_02,Trade,5031,1438,151,0
14,Grocery,C_GRY_CRM_EN3_15_14_05,Trade,6056,1887,184,13237
14,Grocery,C_GRY_CRM_RNSA_15_14_02,Trade,6998,1827,149,22921
14,Grocery,C_GRY_CRM_RNSA_15_14_05,Trade,10543,2378,193,32
14,Grocery,C_GRY_CRM_RNSB_15_14_05,Trade,9371,2128,167,13
14,Grocery,C_GRY_DS_BENEFITS_15_14_5,Inform,751,411,77,23
14,Grocery,TC_GRY_CRM_SLP_EC_15_14_05,Trade,33054,13452,889,11
14,Grocery,TC_UNC_GRY_SLP_EC_15_14_05,Trade,21182,8704,599,36
14,Grocery,TC_UNC_GRY_SLP_WEC_15_14_05,Trade,24577,5265,137,16
14,Grocery,FAIR_ACT_LAP_15_14_04_299,Trade,93818,34413,3500,527
14,Grocery,FAIR_IN_STR_15_14_04_299,Trade,113902,31468,2156,10
14,Grocery,TRD_MIXED_CASE_15_14_01_083,Trade,196180,65543,18606,13
14,Grocery,WOW_RED_15_14_05_147,Trade,102302,35454,8633,93
14,Grocery,WOW_WHITE_15_14_05_147,Trade,100498,34827,7781,66725
14,Clothing,CLO_15_14_07_WKND,Trade,568178,206758,36087,0
14,Clothing,CLO_15_14_07_WKND_RNS,Trade,73843,16697,3413,0
14,Clothing,CLO_15_14_05_ABASKET,Trade,1484,1103,271,0
14,Clothing,CLO_15_14_04_ABASKET,Trade,1480,929,203,0
14,Clothing,CLO_15_14_04_TREND,Trade,384474,122765,15256,0
14,Clothing,CLO_15_14_04_WELCOME2,Inform,5824,2322,351,0
14,Clothing,CLO_15_14_03_ABASKET,Trade,1954,1353,327,0
14,Clothing,CLO_15_14_02_GENERIC,Trade,251231,77661,10182,0
14,Clothing,CLO_15_14_02_KIDS,Trade,237689,77132,6079,0
14,Clothing,CLO_15_14_02_MENS,Trade,55369,23054,2138,0
14,Clothing,CLO_15_14_02_WOMEN,Trade,274311,114691,26480,0
14,Clothing,CLO_15_14_02_ABASKET,Trade,1513,866,186,0
14,Clothing,CLO_15_14_01_COMPLETETHELOOK,Trade,3528,1687,257,0
14,Clothing,CLO_15_14_01_ABASKET,Trade,3763,1916,424,0
15,Clothing,ACQ_INSTORE_15_15_06_392,Trade,345619,80479,9438,13
15,Clothing,ACQ_OPN_CLK_15_15_06_385,Trade,134197,54389,13302,24
15,Homeware,ABASKET_15_15_02_902,Trade,3354,1714,524,0
15,Homeware,ABASKET_15_15_04_902,Trade,5994,2711,704,8
15,Homeware,ABASKET_15_15_05_902,Trade,2934,1359,319,0
15,Homeware,BNB_LAP_15_15_1_379,Trade,558,262,59,0
15,Homeware,BNB_LAP_15_15_2_379,Trade,235,109,33,0
15,Homeware,BNB_LAP_15_15_4_379,Trade,369,154,37,27
15,Homeware,BNB_LAP_15_15_5_379,Trade,175,72,31,0
15,Homeware,BNB_SOFA_15_15_2_394,Trade,159,70,13,0
15,Homeware,BNB_SOFA_15_15_4_394,Trade,245,85,19,0
15,Homeware,BNB_SOFA_15_15_5_394,Trade,119,45,18,0
15,Homeware,BNB_TAB_15_15_1_378,Trade,1102,459,104,0
15,Homeware,BNB_TAB_15_15_2_378,Trade,423,180,48,0
15,Homeware,BNB_TAB_15_15_4_378,Trade,547,248,52,0
15,Homeware,BNB_TAB_15_15_5_378,Trade,335,149,35,0
15,Homeware,ENTS_DVD_15_15_2_043,Trade,59313,13679,1567,280
15,Homeware,ENTS_DVD_15_15_7_043,Trade,99794,27207,2107,8946
15,Homeware,FathersDay_15_15_1_374,Trade,69816,14237,933,7919
15,Homeware,Home_Living_A_15_15_6_015,Trade,22503,7198,2212,19403
15,Homeware,Home_Living_B_15_15_6_015,Trade,22237,7054,2006,2598
15,Homeware,NWL_DIRACT_15_15_4_011,Inform,704073,150177,22824,799
15,Homeware,NWL_DIRACT_DS_15_15_4_011,Inform,43526,12208,2122,10
15,Homeware,NWL_FOLLOW_UP_15_15_1_146,Inform,188071,123499,8268,18
15,Homeware,NWL_G123_15_15_6_275,Inform,111940,51462,3924,13
15,Homeware,Personal_Elec_15_15_5_338,Trade,51392,14622,2182,10
15,Homeware,TOYS_15_15_04_016,Trade,251416,56123,8784,60
15,Grocery,BS_15_15_04_901,Trade,3523,1118,61,57
15,Grocery,BS_15_15_05_901,Trade,5703,1880,138,44
15,Grocery,CCB_ST_SPEND_15_15_1_670,Trade,53332,24284,2708,37
15,Grocery,INFQ_6OFF_15_15_01_645,Trade,391864,185267,19997,11
15,Grocery,MILK_15_15_2_606,Trade,5043,2026,91,9
15,Grocery,MILK_R_15_15_4_606,Trade,2847,1164,44,0
15,Grocery,SO_15_15_01_WEC_633,Trade,933,343,25,0
15,Grocery,SO_15_15_02_WEC_633,Trade,3952,1644,194,0
15,Grocery,SO_15_15_04_WEC_633,Trade,3423,1338,112,0
15,Grocery,SO_15_15_05_WEC_633,Trade,4943,1973,171,0
15,Grocery,TODDLER_15_15_04_675,Trade,14112,3860,320,33
15,Grocery,C_GRY_CRM_EN2A_15_15_02,Trade,8651,2529,321,10
15,Grocery,C_GRY_CRM_EN2A_15_15_05,Trade,5486,1603,221,24
15,Grocery,C_GRY_CRM_EN2B_15_15_02,Trade,7432,2067,188,4
15,Grocery,C_GRY_CRM_EN2B_15_15_05,Trade,4322,1243,146,7888
15,Grocery,C_GRY_CRM_EN3_15_15_01,Trade,7062,2149,219,321
15,Grocery,C_GRY_CRM_EN3_15_15_05,Trade,6083,1897,227,3194
15,Grocery,C_GRY_CRM_RNSA_15_15_01,Trade,8493,2144,145,408
15,Grocery,C_GRY_CRM_RNSA_15_15_05,Trade,9719,2153,179,342
15,Grocery,C_GRY_CRM_RNSB_15_15_02,Trade,6740,1724,136,32189
15,Grocery,C_GRY_CRM_RNSB_15_15_05,Trade,9479,2249,175,2320
15,Grocery,C_GRY_DS_BENEFITS_15_15_5,Inform,682,400,52,12906
15,Grocery,TC_UNC_GRY_SLP_EC_15_15_05,Trade,22529,8676,576,538
15,Grocery,TC_UNC_GRY_SLP_WEC_15_15_05,Trade,26294,5561,267,3997
15,Grocery,_personalised,Trade,0,0,0,0
15,Grocery,PERS_ACT_LAP_15_15_04_223,Trade,0,0,0,0
15,Grocery,PERS_ACT_LAP_15_15_05_223,Trade,48666,24418,3379,1082
15,Grocery,PERS_ACT_LAP_15_15_4_223,Trade,0,0,0,0
15,Grocery,PERS_IN_STORE_15_15_04_396,Trade,0,0,0,0
15,Grocery,PERS_IN_STORE_15_15_05_396,Trade,14023,5002,667,4
15,Grocery,PERS_IN_STORE_15_15_4_396,Trade,0,0,0,0
15,Grocery,TRD_NEW_DEALS_15_15_01_083,Trade,220658,78539,23140,26
15,Grocery,WOW_RED_15_15_06_147,Trade,79191,29494,7106,7
15,Grocery,WOW_WHITE_15_15_06_147,Trade,77112,28602,6532,174
15,Clothing,CLO_15_15_07_SUNDAY,Trade,566190,218293,22486,0
15,Clothing,CLO_15_15_05_ABASKET,Trade,1523,1104,244,0
15,Clothing,CLO_15_15_04_TREND,Trade,353304,110419,12299,0
15,Clothing,CLO_15_15_04_TREND_HOLIDAYBANNER,Trade,42811,32118,7924,0
15,Clothing,CLO_15_15_04_WELCOME2,Inform,10893,6409,892,0
15,Clothing,CLO_15_15_04_ABASKET,Trade,1253,937,205,0
15,Clothing,CLO_15_15_03_ABASKET,Trade,1853,1395,314,0
15,Clothing,CLO_15_15_02_ABASKET,Trade,1423,942,189,0
15,Clothing,CLO_15_15_02_KIDS,Trade,236766,81059,10646,0
15,Clothing,CLO_15_15_02_MEN,Trade,55165,20863,1696,0
15,Clothing,CLO_15_15_02_WOMEN,Trade,274192,122644,17307,0
15,Clothing,CLO_15_15_02_GENERIC,Trade,250531,93325,8417,0
15,Clothing,CLO_15_15_01_ABASKET,Trade,3964,2644,581,0
16,Clothing,ACQ_INSTORE_15_16_06_393,Trade,259514,52858,7592,28786
16,Clothing,ACQ_OPN_CLK_15_16_06_385,Trade,499852,181145,50544,3427
16,Homeware,ABASKET_15_16_02_902,Trade,2898,1330,361,1221
16,Homeware,ABASKET_15_16_05_902,Trade,2779,1242,355,0
16,Homeware,AVI_GoPro_15_16_5_013,Trade,4454,1559,230,197
16,Homeware,BNB_LAP_15_16_1_379,Trade,469,215,48,0
16,Homeware,BNB_LAP_15_16_2_379,Trade,176,82,25,0
16,Homeware,BNB_LAP_15_16_5_379,Trade,144,66,26,403
16,Homeware,BNB_SOFA_15_16_1_394,Trade,269,113,29,0
16,Homeware,BNB_SOFA_15_16_2_394,Trade,131,42,14,0
16,Homeware,BNB_SOFA_15_16_5_394,Trade,81,22,8,0
16,Homeware,BNB_TAB_15_16_2_378,Trade,387,155,35,0
16,Homeware,BNB_TAB_15_16_5_378,Trade,293,112,34,0
16,Homeware,ENTS_Batman_A_15_16_1_039,Trade,6507,2302,407,436
16,Homeware,ENTS_Batman_B_15_16_1_039,Trade,6391,2525,454,38
16,Homeware,ENTS_Batman_C_15_16_1_039,Trade,6291,1852,280,30
16,Homeware,ENTS_Batman_CSM_15_16_2,Trade,12890,6559,22,0
16,Homeware,GARDEN_15_16_5_019,Trade,69766,22969,4136,63
16,Homeware,Home_Elec_15_16_5_015,Trade,42968,13200,3168,50
16,Homeware,Home_Living_15_16_7_015,Trade,143428,44702,9490,70
16,Homeware,NWL_DIRACT_15_16_4_011,Inform,780082,158647,13814,31
16,Homeware,NWL_DIRACT_DS_15_16_4_011,Inform,59104,16217,1493,3
16,Homeware,NWL_FOLLOW_UP_15_16_1_146,Inform,132247,85702,8395,210
16,Homeware,NWL_G123_15_16_5_275,Inform,745399,338649,30915,166
16,Grocery,BABY_15_16_5_672,Trade,14019,3649,285,78
16,Grocery,BS_15_16_02_901,Trade,461,136,12,0
16,Grocery,BS_15_16_04_901,Trade,2369,897,64,29
16,Grocery,FATHERSDAY_15_16_4_660,Trade,121693,31458,1915,74
16,Grocery,HOUSEHOLD_15_16_2_650,Trade,301776,117732,8489,61
16,Grocery,INFQ_6OFF_RM_15_16_04_645,Trade,166406,68609,6370,21237
16,Grocery,RAMADAN_15_16_1_606,Trade,1748,759,171,273
16,Grocery,SO_15_16_02_WEC_633,Trade,6126,2589,286,0
16,Grocery,SO_15_16_04_WEC_633,Trade,3966,1659,146,0
16,Grocery,SO_15_16_05_WEC_633,Trade,2361,964,102,0
16,Grocery,C_GRY_CRM_EN2A_15_16_02,Trade,8099,2301,339,490
16,Grocery,C_GRY_CRM_EN2A_15_16_05,Trade,4562,1307,195,497
16,Grocery,C_GRY_CRM_EN2B_15_16_02,Trade,7776,2248,167,3622
16,Grocery,C_GRY_CRM_EN2B_15_16_05,Trade,4850,1401,150,835
16,Grocery,C_GRY_CRM_EN3_15_16_02,Trade,5631,1657,171,6544
16,Grocery,C_GRY_CRM_EN3_15_16_05,Trade,5510,1616,206,7413
16,Grocery,C_GRY_CRM_RNSA_15_16_02,Trade,6707,1598,131,17744
16,Grocery,C_GRY_CRM_RNSA_15_16_05,Trade,8832,1953,164,258
16,Grocery,C_GRY_CRM_RNSB_15_16_02,Trade,8173,2082,172,760
16,Grocery,C_GRY_CRM_RNSB_15_16_05,Trade,8692,2034,172,843
16,Grocery,C_GRY_DS_BENEFITS_15_16_5,Inform,721,396,65,646
16,Grocery,TC_UNC_GRY_SLP_EC_15_16_05,Trade,24501,10084,795,16
16,Grocery,TC_UNC_GRY_SLP_WEC_15_16_05,Trade,25244,5235,263,2
16,Grocery,TRD_FINE_WINES_15_16_01_083,Trade,184699,65136,17100,9
16,Grocery,WOW_RED_15_16_05_147,Trade,64906,24215,4823,77
16,Grocery,WOW_WHITE_15_16_05_147,Trade,63401,25002,6031,78
16,Clothing,CLO_15_16_07_WKND,Trade,812206,286929,49205,0
16,Clothing,CLO_15_16_05_KIDS_PURCHASEDIN1YEAR,Trade,248000,59680,14866,0
16,Clothing,CLO_15_16_05_KIDS_CLICKEDIN6MONTHS,Trade,84202,47816,18135,0
16,Clothing,CLO_15_16_04_TREND,Trade,354010,124917,14796,0
16,Clothing,CLO_15_16_04_WELCOME,Inform,4901,3152,403,0
16,Clothing,CLO_15_16_03_ABASKET,Trade,1533,1195,249,0
16,Clothing,CLO_15_16_02_MEN,Trade,55072,20783,1899,0
16,Clothing,CLO_15_16_02_GENERIC,Trade,246392,81687,7846,0
16,Clothing,CLO_15_16_02_WOMEN,Trade,275145,108510,18512,0
16,Clothing,CLO_15_16_02_KIDS,Trade,236284,71439,7182,0
16,Clothing,CLO_15_16_01_ABASKET,Trade,3622,2442,492,0
17,Clothing,CLO_ROI_ACQ_15_17_05,Trade,54757,13244,5412,0
17,Clothing,CLO_ROI_TRADE_15_17_05,Trade,6801,2514,1896,0
17,Clothing,ACQ_INSTORE_15_17_06_393,Trade,331494,62583,11092,35
17,Clothing,ACQ_OPN_CLK_15_17_06_385,Trade,611828,239530,96908,26
17,Homeware,ABASKET_15_17_01_902,Trade,7901,3836,1008,37
17,Homeware,ABASKET_15_17_02_902,Trade,3144,1498,419,68
17,Homeware,ABASKET_15_17_04_902,Trade,6197,2905,841,0
17,Homeware,ABASKET_15_17_05_902,Trade,3115,1447,465,0
17,Homeware,BNB_LAP_15_17_1_379,Trade,417,169,57,0
17,Homeware,BNB_LAP_15_17_2_379,Trade,200,85,24,0
17,Homeware,BNB_LAP_15_17_4_379,Trade,365,163,45,0
17,Homeware,BNB_LAP_15_17_5_379,Trade,150,61,25,0
17,Homeware,BNB_SOFA_15_17_1_394,Trade,285,110,29,0
17,Homeware,BNB_SOFA_15_17_2_394,Trade,115,38,8,0
17,Homeware,BNB_SOFA_15_17_4_394,Trade,270,97,29,0
17,Homeware,BNB_SOFA_15_17_5_394,Trade,106,42,12,0
17,Homeware,BNB_TAB_15_17_1_378,Trade,915,405,88,3
17,Homeware,BNB_TAB_15_17_2_378,Trade,376,152,28,0
17,Homeware,BNB_TAB_15_17_4_378,Trade,692,293,58,0
17,Homeware,BNB_TAB_15_17_5_378,Trade,326,164,39,0
17,Homeware,CCBOOST_15_17_2_316,Inform,486723,141677,30089,0
17,Homeware,NWL_DIRACT_15_17_4_011,Inform,822172,171939,18355,0
17,Homeware,NWL_DIRACT_DS_15_17_4_011,Inform,58532,16209,1840,0
17,Homeware,NWL_FOLLOW_UP_A_15_17_1_146,Inform,73075,49721,5008,1
17,Homeware,NWL_FOLLOW_UP_B_15_17_1_146,Inform,73032,49461,5325,1
17,Homeware,NWL_G123_15_17_4_275,Inform,2828602,584489,39179,0
17,Homeware,OUTDOOR_LIVING_15_17_7_019,Trade,409109,119709,11647,0
17,Homeware,TOYS_MINIONS_15_17_06_016,Trade,35369,9368,1518,0
17,Grocery,BS_15_17_02_901,Trade,1997,676,48,0
17,Grocery,BS_15_17_04_901,Trade,2353,823,56,0
17,Grocery,BS_15_17_05_901,Trade,2848,963,62,0
